# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
54750 2.9835466189143296 2.410807462123989 0.8350551760341022 146 148 143 1.9013874476158226 
54748 3.505847305137739 2.5319631851305653 0.8451230715372372 104 103 117 0.7646196036483204 
54744 3.2819791744656306 2.019913729141134 0.8150960156987066 25 30 36 0.9466472901634138 
54740 3.8612792019433497 2.6045671033213074 0.803212689261487 54 62 81 0.33408628133438195 
54739 3.716532253830908 2.3514584799672633 0.7982480122732549 0 0 0 1.1535691589541193 
54737 3.746643457078371 2.211660021342614 0.7768140363526778 106 102 101 0.20580442492817783 
54730 3.685989961046804 1.8714395148630056 1.1604369859314845 77 86 93 1.068409052490322 
54721 3.7261191644032214 2.2050094653262198 0.783466780065211 17 14 13 1.5905615970970464 
54720 4.058333605326104 2.361075977521756 0.833167534728856 159 161 163 1.1972356765553052 
54719 3.707328178963892 0.820096963439803 0.7658200454066844 127 133 133 1.529133541209006 
54718 4.087061981836753 2.5527642888856468 0.8082861674567385 87 80 74 0.7871568861254846 
54717 3.2185601609700827 2.3727023117945274 0.8238171158642388 203 212 222 1.9571951246268753 
54716 3.989744696110458 2.086544026042931 0.8376572414718151 171 171 178 0.9367403961641959 
54714 3.2405419481424813 2.028397467191869 0.7915037451716649 106 107 109 1.7597962882116516 
54712 2.9134280720489714 2.170597642121076 0.9016831554605955 135 140 146 0.8029755231571728 
54706 2.862791959105212 2.1740552407446407 0.9008891434998055 142 150 162 1.2539312930741477 
54705 3.3241182257276365 2.494145425739803 0.7935941279167614 179 189 165 1.681997024750972 
54704 3.7572959361433815 2.206844142183007 0.768701632093992 102 93 89 1.4565149064048228 
54701 3.6877035233764563 2.59365005338847 0.8041659702722896 157 158 162 1.3478797470066572 
54699 4.4209951889234524 2.1635733704084945 0.8430512676719659 143 146 129 0.8869807207638964 
54696 3.6442462737304075 2.2511784531833445 0.7803809686734243 115 116 112 1.5211040120215915 
54695 3.5756734813429047 2.269675866082081 0.772092250063169 181 173 136 1.848772598745802 
54686 4.618749300102258 2.164576958148782 1.1760727742820996 208 211 208 1.7019840483390984 
54683 3.4501277226940408 2.454455014011915 0.7746895720856725 0 0 0 0.43101272619225445 
54676 4.512902726387346 2.1568429404792813 1.2841676460042941 75 79 78 1.813667403869099 
54667 3.5089208164876093 2.5697893510093457 0.7811170936857549 192 177 118 0.6690522247666889 
54666 3.206904632214194 2.052046690985075 0.8073223618389328 24 18 18 1.972646247247619 
54663 3.487661740652173 1.9908833451633627 0.822162508903747 48 52 55 2.0415877901690647 
54660 3.615385647458219 1.810481521122728 0.8750385130409319 31 33 32 1.3773625769396571 
54651 4.939065552755508 2.1652188433653956 1.188040232262668 190 191 193 1.4989644742870671 
54649 3.87263790832784 0.136494889943088 1.3550806211564157 0 0 0 0.652891099782416 
54647 3.0831556612303994 2.4425331772059247 0.829785242491957 212 177 61 1.463157493931399 
54644 3.1500789134632177 1.946302070766904 0.7658916919551163 100 85 54 0.9333931624516962 
54640 3.516448067464127 2.466050545908109 0.8523755741510668 171 173 99 1.5613146306512529 
54637 4.2392994072641805 2.416764773004163 0.7797158088682342 201 191 158 1.941464189667191 
54630 3.684302584285706 1.872150233251269 1.1607557639009507 77 86 93 1.001205480939786 
54623 2.9035325357289268 2.1705395404920567 0.8994756123205325 178 182 183 0.34822946655598397 
54619 3.4707402524615207 2.4350075207086053 0.8079479313063055 127 127 126 1.9540080660452688 
54614 3.6372626930605088 2.3734246288898344 0.7866357335380184 121 107 78 0.12567902888508237 
54612 3.469932231378002 2.0349579643094122 0.8211002378816369 20 73 57 0.5111474704629496 
54607 3.681973139420624 1.8870337100355945 0.8225158840488113 34 38 41 0.5447554861685485 
54604 4.297664637378081 1.9419493904453813 0.7399031806335519 46 50 49 1.1181268918788085 
54603 3.7137322897931346 0.8113576952618726 0.7864414161577057 122 128 122 1.3435729980705229 
54602 4.669259792095058 2.568558954627443 0.8164574527467577 162 158 134 1.5114159581779147 
54594 3.8808033708700727 1.7891512386512933 1.2192908086444167 45 52 58 1.61665932755586 
54582 3.5210418258465563 2.501811595484348 0.841111044263214 114 137 164 0.6796101759690594 
54580 3.4603041043985967 2.033625645132109 0.7828749989283389 113 115 114 1.1906107502150505 
54578 3.5088793055051157 2.051711190132593 0.7945136431261532 47 50 39 1.1106811602336923 
54576 3.7091054525281537 2.24129515297769 0.7858457547953791 146 130 104 2.534661935279421 
54574 3.797217724358666 2.4372767064794187 0.8643518865332227 168 164 137 1.2548286074766588 
54571 4.129885705375134 2.197897149414983 0.8229569871426479 61 65 68 0.7429008292685303 
54570 4.411868027209685 2.1958853322929164 0.8351092761289978 148 145 128 0.438677388998993 
54565 4.84517544108164 0.6035902395538404 1.2016957756803597 173 162 144 1.6714061988640092 
54562 3.5396494678015142 2.581742516280053 0.7767360116156544 181 165 114 1.9313553386288784 
54552 3.753900913717209 2.6027889521505436 0.80514988757996 53 54 58 0.3067896990432415 
54548 3.7009604711629014 1.8467203543138924 0.800948732321948 18 22 25 0.4957395828767151 
54542 3.4149017971098083 1.7220036348969059 1.2539974458293934 14 23 22 1.055437029656834 
54537 3.096391108823519 2.4333106785306575 0.8291483137074326 232 238 229 1.0022288971530817 
54529 4.13388637016135 2.3512854265481895 0.8051875852869677 136 138 127 1.155391420094887 
54511 3.633543499552534 1.8608300133456488 0.9853155507790914 10 12 8 1.664485802998271 
54506 3.6057954071731704 2.2524928132717976 0.7840206624644259 13 10 4 0.7126335288422658 
54500 3.927166723058372 2.0941137278566444 0.7971095204284463 226 230 231 1.0766205605218757 
54491 2.952916377349057 2.4926163479470094 0.776615224631958 189 140 31 1.1588280531032145 
54489 3.4975929339057186 2.471894016093585 0.8453989211406711 214 205 53 1.4750196450340571 
54488 3.3018526581123506 2.039228182522881 0.8305527014358016 132 134 132 1.6447681807278653 
54477 3.8174983162352913 2.607227493314149 0.8045478802093716 12 19 29 1.0950816854699739 
54474 2.8458160338852188 2.4079289484490976 0.7747989349033938 181 166 125 1.6414431038499833 
54472 3.1356726675640685 2.2052123397526 0.8194706150161106 234 239 243 1.4437155600635923 
54469 3.616867264717233 2.4423362237127733 0.8092111168420903 5 9 12 0.7106643036959818 
54466 3.248971554249238 2.0335910561144295 0.806394907055162 13 20 28 0.4034164859977613 
54459 2.9770074419343278 2.3485875760058086 0.9108448950598682 205 209 212 2.1137816851673135 
54453 2.847336785484258 2.5654996592299653 0.7771387409817935 194 140 50 1.0982915622139855 
54452 2.852624047410683 2.572884291857141 0.7808437623392859 177 141 55 1.7850683155991391 
54438 3.0842709775708697 2.427942750664347 0.7931057304667241 149 143 124 0.6951386719021665 
54434 3.1141753197552884 2.239979970161505 0.8244818698097731 197 202 206 0.7453653939832792 
54431 3.50646018144402 2.5089140106511003 0.8473255183444076 90 118 150 1.8694211231144173 
54430 3.594125524395181 2.5341670284694446 0.841012078000486 99 88 68 0.5790022350750795 
54416 2.879942880868924 2.1759072901177343 0.9007474904998919 162 166 169 0.5665585466472723 
54404 3.4072785237018763 2.036654666191391 0.7761459974767768 0 0 0 0.09654694388553467 
54401 3.306627210598014 1.7330237114501645 0.7728170642582308 129 123 111 0.5753822119180082 
54397 3.5660899814008338 2.3208180940690593 0.8083476356151221 68 84 73 1.2509531063790633 
54388 3.7973399151122247 2.3020520586200783 0.8051209876909146 16 8 29 1.6632524971099476 
54384 3.7329951658922367 1.5211371404484637 0.8134104800597036 18 18 18 1.2119110383100966 
54383 2.672726925833106 2.3627126244451206 0.7797651725480935 141 126 85 0.09790231387426866 
54382 3.037196184030578 2.7440321814906428 0.790415543409009 120 115 98 1.148977118218163 
54377 2.9762859684328324 2.408509337915012 0.7923343528755113 84 79 73 0.2464318176599817 
54376 3.128860468360265 2.5728752037830716 0.7856041802392346 117 121 98 1.107119980431685 
54354 3.7879800469532405 2.432897989527187 0.7790916993426567 81 73 52 1.357814157974131 
54352 3.5793937019192215 1.633013367050004 0.7795767122830441 77 85 79 0.4749579709684746 
54342 3.019986092054725 2.452756738825972 0.7744819814713776 171 166 124 0.9673385982106831 
54339 3.28331431181807 2.5105981313661365 0.7731364908696042 13 22 27 1.163493629573656 
54337 3.298417456761558 2.5218374644390185 0.7873656254251927 45 71 87 1.0803282261926508 
54328 3.5128054111276303 2.5271300657603266 0.8447610996519316 64 62 101 0.3088343084270024 
54326 3.4926732924423223 2.4601824040080595 0.8484592881839621 172 166 108 0.9325664831066847 
54320 3.7744483340037367 2.670461314879911 0.7997105069870603 39 42 47 1.8039783735743722 
54297 3.76545897813947 2.122639869246314 0.7648324793337461 75 70 66 1.1344675035311398 
54291 4.707907098167014 2.7900778555722536 0.3247438122207771 52 54 51 1.6873215706936096 
54289 3.3287150814423154 2.241645263754589 0.9423145449260402 49 38 40 1.621516847674823 
54283 3.8044783404140805 2.3966718782200367 0.8375879774485261 108 98 86 1.600317928770843 
54277 4.721106551219433 2.3310389184155587 1.0200129398091338 132 134 133 1.9094588680392934 
54274 4.533729367241062 2.179241788706042 0.878910774379562 137 134 117 1.0391644043570654 
54273 11.55275951039574 -6.780040504182298 -1.1032539978372262 7 14 22 3.502955528658241 
54271 3.9934985730878076 2.680920557266175 0.794116001199351 164 170 180 1.2439096468764255 
54262 3.5276130578685314 2.563712952037444 0.827785536160309 137 132 68 1.8841958158988954 
54259 3.113290475916311 2.529984787756667 0.7755851934682426 189 182 132 1.1688811545486482 
54253 3.792153099739913 2.651179084908756 0.7905508685605295 85 86 90 1.758296073774162 
54238 3.6329082817786182 1.8460239188055148 0.9932000090475812 6 10 11 1.4907385528369608 
54232 3.764370465096157 2.6483952096049848 0.8002880091810993 137 138 142 1.5434479997455421 
54189 3.19664184343913 2.316772927612535 0.8264893685942526 234 238 239 1.885407403278584 
54179 3.848465616139992 2.4848867399337764 0.7855290931531995 220 212 176 0.005804653021417603 
54169 2.854238949511486 2.394039002528324 0.8134174814636596 118 113 107 1.5525964201767242 
54166 2.9853972779501086 2.4044058978294407 0.7948205643251912 126 124 112 1.2763723593628318 
54163 2.984174560219938 2.4099426368114463 0.8392157334219534 99 101 96 1.3133585852801863 
54160 3.151818758628594 2.5337811786123376 0.785291263282334 80 80 70 1.281597857684348 
54159 2.918404558813889 2.2483787650402185 0.9051896084776023 225 229 232 1.283241073193856 
54158 2.907063697446901 2.1763888696451614 0.9021111485590471 219 223 224 0.4746935764775157 
54157 3.1042087577921857 2.2373471627388275 0.8219868312384527 188 192 195 0.8594222098662228 
54156 3.148846612257196 2.22581345664073 0.8127302324237334 180 184 187 0.46097216670498803 
54152 3.517455920326031 2.502540943743201 0.8429233605935106 91 121 155 1.2393526121690135 
54141 4.234514823408458 1.9617501893856548 0.7767884949525827 124 119 116 1.5144252673735226 
54140 3.49852873708491 1.7565181026152168 1.1767433352006766 126 133 139 1.260483339831908 
54139 3.641811801346239 1.7762946307927736 1.1476059268678145 6 13 19 1.6440097097539759 
54134 2.937818695513628 2.506560848201204 0.7752804888811633 204 157 51 0.9892750103991563 
54131 2.9728675823698425 2.4732552236935703 0.7769827880807421 207 157 62 1.0230487161158797 
54128 3.1518885584605427 2.548166700590743 0.786953875505205 56 61 55 0.4250698412367841 
54124 3.0797577586475233 2.4375026000777282 0.8245428545735181 110 117 99 0.9398393488319184 
54122 3.128864365721994 2.2571357806622494 0.8222207638843088 193 197 198 1.0871677302590024 
54121 3.115666437437404 2.218662943406492 0.8206289216373542 209 213 216 0.1260873606151848 
54107 3.6160974732101696 2.2714722628743833 0.7857858131711566 180 169 147 1.124755696913224 
54103 3.701825164362348 1.842447583894509 0.7829641172706486 11 15 18 1.736243312866141 
54102 3.9723675920529176 2.066590155666142 0.7967329216535617 100 106 93 2.1982890640348454 
54101 4.130447135611126 2.3053574368181673 0.8336543941759283 127 128 122 1.1876899325125976 
54099 3.654524507602765 1.862941205138232 0.9938476989904539 125 129 130 1.3151677641491928 
54098 4.4749136094870705 2.2543528511219 0.8289996157611037 185 182 165 1.374975455901751 
54092 4.046485226797607 1.7786909013866732 1.3009226330210057 195 199 200 1.9119099017473626 
54091 4.7430154192583895 2.195046687119925 1.2187937700630496 191 194 183 2.354047638000058 
54087 2.8907793419540546 1.9072545410359107 0.7694533674196461 114 109 90 1.3994599301943995 
54086 2.949459047992356 2.239446365854377 0.9006139660912209 226 230 233 1.4934789868187555 
54085 3.250316631864183 2.487527916097537 0.7834905401534709 13 17 29 0.641554979942368 
54083 3.2188744535797498 2.4088509890424783 0.8263300815141826 181 184 189 0.8177773114083592 
54081 3.2164723479367936 2.1513345601926295 0.8114732339655278 168 173 176 1.0457290094987035 
54076 3.416011325578433 2.213051723258526 0.8298862288849381 175 183 185 0.611770219215881 
54072 4.633357747909935 2.7912363844488017 0.36403326758335863 86 90 93 1.9512541090828874 
54071 4.758564658350979 2.7799684008494365 0.28601751683163856 4 4 2 0.4001727504889353 
54065 3.8448887828663723 2.5755636717234065 0.8346003401040205 109 110 115 1.4470754677538658 
54058 3.5976153859033806 1.780668088431803 0.8402831012309574 19 23 24 1.2593421815705637 
54057 3.6468067935702804 1.4999145422397326 0.7772301793644963 154 152 131 0.19481019698858995 
54053 4.481339124116854 2.2359811535807577 0.8408683263939781 122 120 104 0.8219220773710849 
54052 4.487761746331201 2.1602247979194042 0.8494061442247068 165 162 145 1.2070887485911714 
54048 4.691019702420144 2.312235936294463 0.9513763883476409 99 99 97 1.10369125542308 
54042 3.2694392066399005 2.405853273024821 0.8245075270046383 213 214 219 0.4417199532250658 
54041 3.443346050269746 2.4614439927206435 0.8161783143472825 41 33 0 1.1302479967579995 
54024 3.2794244242275523 1.727301819570675 0.8071753984035022 181 155 150 1.1072582017859185 
54015 3.2283752071803744 2.480918639052299 0.8070002600889715 72 69 63 0.872559270476958 
53992 3.4024647548318527 2.1995698016330705 0.8213923519435369 168 177 187 1.2273726855721663 
53982 3.34909726095652 1.6958119452432816 0.9652183601209638 213 204 161 2.045433814255555 
53979 4.659386254890972 2.367618541292722 0.7867317389346897 6 22 29 0.8628417511185046 
53976 2.980364376286892 2.4220747032013357 0.785247871251608 184 185 177 1.2680599141801188 
53962 2.993921738760214 2.463468471005731 0.775863795496902 163 149 102 1.9005979306627638 
53957 3.416928296556006 2.163224101111105 0.8351392700971836 19 26 33 1.690112014148984 
53947 2.8441849167027806 2.3902666945842084 0.8132866048135486 95 87 64 1.5436733270608116 
53946 2.874068067158815 2.399971839811145 0.7836566069093261 98 91 66 1.6258878855530392 
53937 3.2937809373386973 2.0641486652556056 0.8091122757832344 129 125 116 1.2732263934940373 
53931 3.0331397980861134 2.7548334141747817 0.7745871474761986 145 136 107 1.0398826402796042 
53929 2.905477831078918 2.3999067370461633 0.7878987127575974 126 64 53 0.47718420533807526 
53927 2.999508200715689 2.4628900722237628 0.783002354634355 231 187 78 0.47447973215802186 
53926 3.092444941145605 2.4315342610941526 0.7878972482564076 96 84 62 0.986058558548874 
53925 3.0956208792112117 2.4450255550116062 0.8224479689903452 122 110 74 2.2212368783607612 
53924 2.985734033934667 2.143969249755831 0.913011228618188 101 96 74 0.29436420849159434 
53920 3.6217453842786886 1.8543024073014542 0.7577880327885833 141 138 119 2.1415562312122387 
53918 3.6086831006638316 1.4893397625310651 0.8150884292477163 58 62 48 1.9631756649281087 
53915 4.106487394084283 2.3962790124883355 0.7746488618324955 191 181 146 1.4318675607452822 
53914 4.111139375092542 2.6092481116933044 0.7933831652965677 110 109 105 0.9134217428661454 
53913 3.6172004370573405 1.7682320471670778 0.9445640310405086 97 96 101 1.2294012957438356 
53908 4.40137873195064 2.0750455226381845 0.8697626873125037 150 152 147 0.4153982437161148 
53907 4.686355387136764 2.490762094629382 0.8438961018511885 130 122 99 1.568709822514406 
53906 2.762520882151849 2.2583323552391903 0.7705590677874268 99 78 47 2.33452451291437 
53905 2.7959899598967914 2.4139337827987615 0.9023034970328314 134 134 137 1.3868699197867098 
